date_bank,ref,amount_bank,account_bank,narration,date_ledger,amount_ledger,account_ledger,category,remark,match,root_cause,iso_score,iso_is_anomaly,anomaly_reason,amount_diff,days_diff,dup_ref,recommendation
2025-05-02,TXN200378,-1374.0,202001234567.0,UPI Transfer - to Rahul,2025-05-02,-1374.0,202001234569.0,Project Income,Manual entry,True,Matched,0.05021281684747281,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-01-24,TXN200379,-4301.0,202001234567.0,Wallet Top-up - PhonePe,2025-01-24,-4301.0,202001234568.0,Misc,Manual entry,True,Matched,0.024786244897658682,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-02-03,TXN200380,-1474.0,202001234567.0,Fuel Purchase - BPCL,2025-02-03,-1474.0,202001234569.0,Salary,Manual entry,True,Matched,0.05031648706554237,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-05-24,TXN200381,-1598.0,202001234568.0,Food / Dining - Restaurant,2025-05-24,-1598.0,202001234567.0,Expense,Cleared,True,Matched,0.04625236735551186,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-02-01,TXN200382,-2512.0,202001234568.0,Online Shopping - Ajio,2025-02-01,-2512.0,202001234567.0,Charge,Auto-matched,True,Matched,0.02261920902488035,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-01-14,TXN200383,-1536.0,202001234569.0,ATM Withdrawal - ICICI ATM,2025-01-14,-1536.0,202001234568.0,Expense,Cleared,True,Matched,0.054373338261811344,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-04-01,TXN200384,-1721.0,202001234569.0,Fuel Purchase - HP Petrol,2025-04-05,-1721.0,202001234569.0,Utility Bills,Manual entry,False,Date Mismatch,0.04587681513874331,False,Unusual Date Gap,0.0,4.0,0,Date mismatch. Possible backdated posting or bank settlement delay.
2025-02-24,TXN200385,-1922.0,202001234569.0,Food / Dining - Zomato,2025-02-21,-1922.0,202001234569.0,Project Income,Manual entry,False,Date Mismatch,0.02725426376409512,False,Unusual Date Gap,0.0,3.0,0,Date mismatch. Possible backdated posting or bank settlement delay.
2025-02-27,TXN200386,-28400.0,202001234568.0,Travel Booking - MakeMyTrip,2025-02-27,-28400.0,202001234568.0,Project Income,Vendor invoice,True,Matched,0.5252486705509077,True,Multivariate Outlier,0.0,0.0,0,High-risk anomaly: Multivariate Outlier. Investigate supporting documents and approvals.
2025-04-05,TXN200387,38455.0,202001234568.0,Project Income - Client A,2025-04-05,38455.0,202001234567.0,ATM,Pending approval,True,Matched,0.445629530934852,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-02-27,TXN200388,39624.0,202001234569.0,Project Income - InnovaTech,2025-02-27,39624.0,202001234568.0,Expense,Reconciled,True,Matched,0.4307555139453968,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-06-07,TXN200389,-454.0,202001234569.0,Fuel Purchase - BPCL,2025-06-07,-454.0,202001234568.0,Charge,Posted,True,Matched,0.13218074603762242,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-01-07,TXN200390,-1440.0,202001234569.0,Utility Bill - Gas Agency,2025-01-07,-1805.0,202001234568.0,Utility Bills,Pending approval,False,Amount Mismatch,0.06315310166746146,False,Unusual Amount Difference,365.0,0.0,0,"Amount mismatch detected. Verify GST, rounding, partial settlement, or double posting."
2025-06-27,TXN200391,-1411.0,202001234567.0,Medical / Pharmacy - MedPlus,2025-06-27,-1411.0,202001234568.0,Salary,Vendor invoice,True,Matched,0.050962462356135885,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-03-11,TXN200392,-3523.0,202001234568.0,Wallet Top-up - GPay,2025-03-11,-3523.0,202001234569.0,Charge,Manual entry,True,Matched,0.014084701645347364,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-03-31,TXN200393,24270.0,202001234567.0,Project Income - Client A,2025-03-31,24270.0,202001234568.0,Salary,Cleared,True,Matched,0.4852878217370352,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-05-25,TXN200394,-2414.0,202001234568.0,Fuel Purchase - BPCL,2025-05-25,-2414.0,202001234567.0,Project Income,Reconciled,True,Matched,0.01672573407083866,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-02-06,TXN200395,-2715.0,202001234569.0,Fuel Purchase - BPCL,2025-02-06,-2715.0,202001234568.0,Expense,Reconciled,True,Matched,0.031887383676278414,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-01-24,TXN200396,44018.0,202001234569.0,Salary Credit - Payroll System,2025-01-24,44018.0,202001234569.0,Misc,Cleared,True,Matched,0.4122616763962488,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-04-07,TXN200397,-11476.0,202001234568.0,Medical / Pharmacy - MedPlus,2025-04-07,-11476.0,202001234567.0,Expense,Vendor invoice,True,Matched,0.2895867513768591,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-02-10,TXN200398,748.0,202001234568.0,Interest Credit - Savings interest,2025-02-10,748.0,202001234568.0,Expense,Reconciled,True,Matched,0.09913674543370465,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-03-25,TXN200399,-1045.0,202001234569.0,Food / Dining - Restaurant,2025-03-25,-1045.0,202001234569.0,ATM,Vendor invoice,True,Matched,0.07372828946640497,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-01-14,TXN200400,-5305.0,202001234567.0,Utility Bill - Electricity Board,2025-01-12,-5305.0,202001234568.0,Expense,Auto-matched,False,Date Mismatch,0.07213532705853398,False,Unusual Date Gap,0.0,2.0,0,Date mismatch. Possible backdated posting or bank settlement delay.
2025-06-22,TXN200401,-4593.0,202001234568.0,Wallet Top-up - Paytm,2025-06-17,-4593.0,202001234569.0,Charge,Posted,False,Date Mismatch,0.03646022280332972,False,Unusual Date Gap,0.0,5.0,0,Date mismatch. Possible backdated posting or bank settlement delay.
2025-06-19,TXN200402,31039.0,202001234568.0,Project Income - InnovaTech,2025-06-19,31039.0,202001234569.0,Misc,Vendor invoice,True,Matched,0.49942130823786035,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-04-24,TXN200403,119570.0,202001234568.0,Salary Credit - HRMS Salary,2025-04-24,119570.0,202001234569.0,Expense,Vendor invoice,True,Matched,0.9633567948885046,True,Multivariate Outlier,0.0,0.0,0,High-risk anomaly: Multivariate Outlier. Investigate supporting documents and approvals.
2025-05-12,TXN200404,-11469.0,202001234568.0,Medical / Pharmacy - Apollo,2025-05-12,-11469.0,202001234567.0,Expense,Cleared,True,Matched,0.2895867513768591,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-01-29,TXN200405,96349.0,202001234569.0,Salary Credit - HRMS Salary,2025-01-29,96349.0,202001234569.0,Project Income,Auto-matched,True,Matched,0.6608176008958179,True,Multivariate Outlier,0.0,0.0,0,High-risk anomaly: Multivariate Outlier. Investigate supporting documents and approvals.
2025-06-01,TXN200406,-442.0,202001234569.0,Utility Bill - Water Dept,2025-06-01,-442.0,202001234569.0,Charge,Vendor invoice,True,Matched,0.1335256281238364,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-03-20,TXN200407,-16279.0,202001234567.0,Travel Booking - MakeMyTrip,2025-03-20,-16279.0,202001234569.0,Utility Bills,Cleared,True,Matched,0.4337670233160148,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-06-03,TXN200408,-34097.0,202001234567.0,Travel Booking - MakeMyTrip,2025-06-03,-34097.0,202001234569.0,Expense,Posted,True,Matched,0.46330759889242457,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-03-19,TXN200409,-5326.0,202001234567.0,UPI Transfer - to Neha,2025-03-18,-5326.0,202001234569.0,Expense,Cleared,False,Date Mismatch,0.07407688249642652,False,Unusual Date Gap,0.0,1.0,0,Date mismatch. Possible backdated posting or bank settlement delay.
2025-03-07,TXN200410,-740.0,202001234568.0,UPI Transfer - to Vendor,2025-03-07,-474.0,202001234567.0,Project Income,Manual entry,False,Amount Mismatch,0.13206374903104712,False,Unusual Amount Difference,266.0,0.0,0,"Amount mismatch detected. Verify GST, rounding, partial settlement, or double posting."
2025-01-02,TXN200411,9863.0,202001234569.0,Project Income - InnovaTech,,,,,,False,Missing in Ledger,0.2266976427526537,False,Missing in Ledger,0.0,0.0,0,Ledger entry missing. Verify vendor invoice and post the ledger entry.
2025-02-14,TXN200412,-2473.0,202001234568.0,Utility Bill - Electricity Board,2025-02-14,-2473.0,202001234567.0,Salary,Manual entry,True,Matched,0.022221718691578185,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-06-30,TXN200413,-1638.0,202001234569.0,Utility Bill - Electricity Board,,,,,,False,Missing in Ledger,0.11809755679723788,False,Missing in Ledger,0.0,0.0,0,Ledger entry missing. Verify vendor invoice and post the ledger entry.
2025-06-21,TXN200414,9254.0,202001234567.0,Refund - Payment reversal,2025-06-21,8261.0,202001234569.0,Project Income,Cleared,False,Amount Mismatch,0.21679319930330754,False,Unusual Amount Difference,993.0,0.0,0,"Amount mismatch detected. Verify GST, rounding, partial settlement, or double posting."
2025-01-11,TXN200415,-1374.0,202001234567.0,Fuel Purchase - Indian Oil,2025-01-04,-1374.0,202001234567.0,Expense,Auto-matched,False,Date Mismatch,0.05021281684747281,False,Unusual Date Gap,0.0,7.0,0,Date mismatch. Possible backdated posting or bank settlement delay.
2025-01-20,TXN200416,-2117.0,202001234569.0,Food / Dining - Swiggy,2025-01-20,-2117.0,202001234568.0,Charge,Vendor invoice,True,Matched,0.013163273065283754,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-05-27,TXN200417,-2242.0,202001234569.0,Food / Dining - Swiggy,2025-05-27,-2242.0,202001234567.0,Salary,Vendor invoice,True,Matched,0.01816316623995462,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-03-16,TXN200418,94747.0,202001234568.0,Salary Credit - Company Payroll,2025-03-16,94747.0,202001234567.0,Utility Bills,Pending approval,True,Matched,0.6454553978960637,True,Multivariate Outlier,0.0,0.0,0,High-risk anomaly: Multivariate Outlier. Investigate supporting documents and approvals.
2025-03-25,TXN200419,-490.0,202001234569.0,Bank Fee - Monthly fee,2025-03-25,-490.0,202001234569.0,Utility Bills,Posted,True,Matched,0.7730198255745575,True,Multivariate Outlier,0.0,0.0,1,High-risk anomaly: Multivariate Outlier. Investigate supporting documents and approvals.
2025-03-25,TXN200419,-490.0,202001234569.0,Bank Fee - Monthly fee,2025-03-25,-490.0,202001234569.0,Utility Bills,Duplicate/adjustment,True,Matched,0.7730198255745575,True,Multivariate Outlier,0.0,0.0,1,High-risk anomaly: Multivariate Outlier. Investigate supporting documents and approvals.
2025-06-26,TXN200420,100305.0,202001234567.0,Salary Credit - HRMS Salary,2025-06-26,100305.0,202001234569.0,Project Income,Reconciled,True,Matched,0.6956143229911564,True,Multivariate Outlier,0.0,0.0,0,High-risk anomaly: Multivariate Outlier. Investigate supporting documents and approvals.
2025-01-28,TXN200421,-3423.0,202001234568.0,UPI Transfer - to Neha,2025-01-28,-3470.0,202001234568.0,Salary,Pending approval,False,Amount Mismatch,0.019065642078109568,False,Unusual Amount Difference,47.0,0.0,0,"Amount mismatch detected. Verify GST, rounding, partial settlement, or double posting."
2025-04-13,TXN200422,40592.0,202001234568.0,Project Income - Client A,2025-04-13,40592.0,202001234568.0,Utility Bills,Pending approval,True,Matched,0.4224179686920905,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-03-28,TXN200423,-2459.0,202001234568.0,Wallet Top-up - Paytm,2025-03-26,-2459.0,202001234569.0,Utility Bills,Pending approval,False,Date Mismatch,0.01883759543907959,False,Unusual Date Gap,0.0,2.0,0,Date mismatch. Possible backdated posting or bank settlement delay.
2025-01-20,TXN200424,-4623.0,202001234569.0,Utility Bill - Gas Agency,2025-01-20,-5650.0,202001234568.0,Utility Bills,Manual entry,False,Amount Mismatch,0.07488110686159588,False,Unusual Amount Difference,1027.0,0.0,0,"Amount mismatch detected. Verify GST, rounding, partial settlement, or double posting."
2025-05-16,TXN200425,54945.0,202001234567.0,Salary Credit - Payroll System,2025-05-16,54945.0,202001234568.0,Project Income,Pending approval,True,Matched,0.457853064779442,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-03-31,TXN200426,-2138.0,202001234567.0,ATM Withdrawal - HDFC ATM,2025-03-31,-2138.0,202001234567.0,Project Income,Manual entry,True,Matched,0.01179498692622638,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-02-07,TXN200427,-2579.0,202001234567.0,Fuel Purchase - Indian Oil,2025-02-07,-2579.0,202001234568.0,Charge,Reconciled,True,Matched,0.025321388325867278,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-06-04,TXN200428,-5579.0,202001234569.0,UPI Transfer - to Neha,2025-06-04,-5579.0,202001234568.0,Expense,Cleared,True,Matched,0.07896818492371993,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-02-15,TXN200429,49876.0,202001234568.0,Salary Credit - Payroll System,2025-02-15,49993.0,202001234568.0,Charge,Posted,False,Amount Mismatch,0.4168954465736261,False,Unusual Amount Difference,117.0,0.0,0,"Amount mismatch detected. Verify GST, rounding, partial settlement, or double posting."
2025-05-25,TXN200430,100811.0,202001234568.0,Salary Credit - Payroll System,2025-05-25,100811.0,202001234567.0,Utility Bills,Posted,True,Matched,0.7020828995965925,True,Multivariate Outlier,0.0,0.0,0,High-risk anomaly: Multivariate Outlier. Investigate supporting documents and approvals.
2025-05-25,TXN200431,-3841.0,202001234569.0,Loan EMI - Bajaj Finance,2025-05-25,-3841.0,202001234568.0,Salary,Pending approval,True,Matched,0.0175833994168203,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-06-10,TXN200432,82363.0,202001234567.0,Salary Credit - HRMS Salary,2025-06-10,82363.0,202001234569.0,Salary,Auto-matched,True,Matched,0.599250910766273,True,Multivariate Outlier,0.0,0.0,0,High-risk anomaly: Multivariate Outlier. Investigate supporting documents and approvals.
2025-01-18,TXN200433,-2199.0,202001234568.0,Food / Dining - Swiggy,2025-01-18,-2199.0,202001234569.0,Expense,Pending approval,True,Matched,0.018859713708176518,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-03-19,TXN200434,-4656.0,202001234569.0,Loan EMI - ICICI Loan,2025-03-19,-4656.0,202001234568.0,Charge,Manual entry,True,Matched,0.04194031395446551,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-04-05,TXN200435,53415.0,202001234568.0,Salary Credit - Company Payroll,2025-04-05,53415.0,202001234568.0,Project Income,Cleared,True,Matched,0.4210834181997437,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-04-26,TXN200436,-2109.0,202001234567.0,Food / Dining - Zomato,2025-04-26,-2109.0,202001234567.0,Charge,Cleared,True,Matched,0.012660297400683418,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-03-15,TXN200437,-35835.0,202001234569.0,Travel Booking - MakeMyTrip,2025-03-15,-35835.0,202001234567.0,Utility Bills,Cleared,True,Matched,0.4487778139798565,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-01-24,TXN200438,-3361.0,202001234568.0,Travel Booking - Ola,2025-01-26,-3361.0,202001234567.0,Expense,Vendor invoice,False,Date Mismatch,0.02279532688458541,False,Unusual Date Gap,0.0,2.0,0,Date mismatch. Possible backdated posting or bank settlement delay.
2025-05-22,TXN200439,-623.0,202001234567.0,Fuel Purchase - BPCL,2025-05-22,-623.0,202001234568.0,ATM,Manual entry,True,Matched,0.1080907296941942,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-05-27,TXN200440,31473.0,202001234568.0,Project Income - Client B,2025-05-27,31473.0,202001234569.0,Expense,Auto-matched,True,Matched,0.4940956627604661,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-05-05,TXN200441,53740.0,202001234567.0,Salary Credit - Company Payroll,2025-05-05,53740.0,202001234567.0,Expense,Pending approval,True,Matched,0.42597118875749596,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-01-27,TXN200442,-1155.0,202001234569.0,Fuel Purchase - Indian Oil,2025-01-27,-1367.0,202001234568.0,Salary,Manual entry,False,Amount Mismatch,0.06652591846278955,False,Unusual Amount Difference,212.0,0.0,0,"Amount mismatch detected. Verify GST, rounding, partial settlement, or double posting."
2025-05-10,TXN200443,-6310.0,202001234567.0,UPI Transfer - to Neha,,,,,,False,Missing in Ledger,0.10767712050944511,False,Missing in Ledger,0.0,0.0,0,Ledger entry missing. Verify vendor invoice and post the ledger entry.
2025-04-23,TXN200444,18236.0,202001234569.0,Project Income - InnovaTech,2025-04-23,18236.0,202001234568.0,Expense,Pending approval,True,Matched,0.4453245933368053,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-06-06,TXN200445,-6436.0,202001234568.0,Medical / Pharmacy - Apollo,2025-06-06,-6436.0,202001234569.0,Utility Bills,Auto-matched,True,Matched,0.10905389473284721,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-03-14,TXN200446,88870.0,202001234568.0,Salary Credit - HRMS Salary,2025-03-14,88870.0,202001234569.0,Project Income,Manual entry,True,Matched,0.6273502900189202,True,Multivariate Outlier,0.0,0.0,0,High-risk anomaly: Multivariate Outlier. Investigate supporting documents and approvals.
2025-03-28,TXN200447,-104.0,202001234569.0,Bank Fee - SMS charge,2025-03-28,-104.0,202001234567.0,Misc,Vendor invoice,True,Matched,0.3170113114194062,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-06-11,TXN200448,46863.0,202001234568.0,Salary Credit - Payroll System,2025-06-11,46863.0,202001234569.0,Misc,Manual entry,True,Matched,0.38763235128442075,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-03-26,TXN200449,-467.0,202001234569.0,Bank Fee - Monthly fee,2025-03-26,-467.0,202001234567.0,Project Income,Cleared,True,Matched,0.12682743988669476,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-03-14,TXN200450,90667.0,202001234569.0,Salary Credit - HRMS Salary,2025-03-14,90667.0,202001234569.0,Expense,Pending approval,True,Matched,0.621053530348708,True,Multivariate Outlier,0.0,0.0,0,High-risk anomaly: Multivariate Outlier. Investigate supporting documents and approvals.
2025-02-08,TXN200451,118997.0,202001234567.0,Salary Credit - HRMS Salary,2025-02-08,118997.0,202001234567.0,Project Income,Manual entry,True,Matched,0.9487284696773522,True,Multivariate Outlier,0.0,0.0,0,High-risk anomaly: Multivariate Outlier. Investigate supporting documents and approvals.
2025-06-19,TXN200452,116380.0,202001234568.0,Salary Credit - Company Payroll,2025-06-19,116380.0,202001234569.0,Charge,Cleared,True,Matched,0.8904524517809866,True,Multivariate Outlier,0.0,0.0,0,High-risk anomaly: Multivariate Outlier. Investigate supporting documents and approvals.
2025-06-17,TXN200453,5182.0,202001234569.0,Refund - Chargeback,2025-06-17,5182.0,202001234569.0,Salary,Cleared,True,Matched,0.06994101762470939,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-02-03,TXN200454,-1395.0,202001234569.0,Fuel Purchase - BPCL,2025-02-03,-1395.0,202001234569.0,Expense,Cleared,True,Matched,0.05176768567910783,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-03-21,TXN200455,-6306.0,202001234569.0,UPI Transfer - to Landlord,2025-03-21,-6306.0,202001234569.0,Charge,Vendor invoice,True,Matched,0.10820941939368078,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-03-26,TXN200456,-8118.0,202001234569.0,Travel Booking - IRCTC,2025-03-26,-8118.0,202001234567.0,Expense,Vendor invoice,True,Matched,0.19829972550477426,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-06-25,TXN200457,48060.0,202001234569.0,Project Income - Client A,2025-06-25,48060.0,202001234567.0,Utility Bills,Vendor invoice,True,Matched,0.3902314213992899,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-04-19,TXN200458,-2508.0,202001234567.0,Online Shopping - Myntra,2025-04-19,-2508.0,202001234568.0,Utility Bills,Auto-matched,True,Matched,0.024490706974945153,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-03-21,TXN200459,-2030.0,202001234567.0,Wallet Top-up - Paytm,2025-03-21,-2030.0,202001234568.0,ATM,Vendor invoice,True,Matched,0.017202161964689378,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-05-05,TXN200460,-5201.0,202001234567.0,Online Shopping - Flipkart,2025-05-05,-5201.0,202001234567.0,Expense,Pending approval,True,Matched,0.07089749551236346,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-02-09,TXN200461,-50985.0,202001234568.0,Travel Booking - MakeMyTrip,2025-02-09,-50985.0,202001234568.0,Expense,Cleared,True,Matched,0.4203814190502271,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-05-10,TXN200462,53256.0,202001234569.0,Salary Credit - Payroll System,2025-05-10,53256.0,202001234567.0,Salary,Reconciled,True,Matched,0.4174775105895536,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-05-15,TXN200463,-2088.0,202001234569.0,Travel Booking - MakeMyTrip,2025-05-15,-2088.0,202001234567.0,Salary,Auto-matched,True,Matched,0.01594645002675732,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-06-08,TXN200464,84140.0,202001234569.0,Salary Credit - Company Payroll,2025-06-08,84140.0,202001234567.0,Charge,Auto-matched,True,Matched,0.596875614098979,True,Multivariate Outlier,0.0,0.0,0,High-risk anomaly: Multivariate Outlier. Investigate supporting documents and approvals.
2025-02-09,TXN200465,-1914.0,202001234567.0,Wallet Top-up - Paytm,2025-02-09,-1914.0,202001234569.0,Expense,Manual entry,True,Matched,0.026403961272584264,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-06-27,TXN200466,1752.0,202001234569.0,Interest Credit - Quarterly interest,2025-06-27,1752.0,202001234569.0,Utility Bills,Vendor invoice,True,Matched,0.042104184451674964,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-01-12,TXN200467,-31317.0,202001234568.0,Travel Booking - Ola,2025-01-15,-31317.0,202001234569.0,Expense,Cleared,False,Date Mismatch,0.49244583655441987,False,Unusual Date Gap,0.0,3.0,0,Date mismatch. Possible backdated posting or bank settlement delay.
2025-04-24,TXN200468,71133.0,202001234568.0,Salary Credit - Payroll System,2025-04-24,71133.0,202001234569.0,Misc,Reconciled,True,Matched,0.4999472395361345,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-04-25,TXN200469,-837.0,202001234569.0,UPI Transfer - to Neha,2025-04-25,-837.0,202001234569.0,Expense,Pending approval,True,Matched,0.09095338540063003,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-03-21,TXN200470,-44326.0,202001234567.0,Travel Booking - Ola,2025-03-21,-44326.0,202001234569.0,Expense,Reconciled,True,Matched,0.4064741117831059,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-06-23,TXN200471,803.0,202001234568.0,Interest Credit - Savings interest,2025-06-23,803.0,202001234567.0,Charge,Posted,True,Matched,0.09678529728332808,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-03-14,TXN200472,-697.0,202001234569.0,UPI Transfer - to Landlord,2025-03-14,-697.0,202001234568.0,Charge,Manual entry,True,Matched,0.11226127359476623,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-04-18,TXN200473,-6359.0,202001234567.0,Loan EMI - HDFC Loan,2025-04-18,-6359.0,202001234568.0,ATM,Pending approval,True,Matched,0.10271630182291958,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-06-04,TXN200474,-90.0,202001234568.0,Bank Fee - Monthly fee,2025-06-06,-90.0,202001234567.0,Charge,Reconciled,False,Date Mismatch,0.327400161028748,False,Unusual Date Gap,0.0,2.0,0,Date mismatch. Possible backdated posting or bank settlement delay.
2025-06-14,TXN200475,-6573.0,202001234568.0,UPI Transfer - to Landlord,2025-06-19,-6573.0,202001234568.0,Utility Bills,Posted,False,Date Mismatch,0.11243155238563318,False,Unusual Date Gap,0.0,5.0,0,Date mismatch. Possible backdated posting or bank settlement delay.
2025-01-27,TXN200476,-2458.0,202001234568.0,UPI Transfer - to Rahul,2025-01-27,-2458.0,202001234567.0,Utility Bills,Reconciled,True,Matched,0.01883759543907959,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-02-11,TXN200477,-13626.0,202001234568.0,Medical / Pharmacy - MedPlus,2025-02-11,-13989.0,202001234569.0,ATM,Pending approval,False,Amount Mismatch,0.36447264360094356,False,Unusual Amount Difference,363.0,0.0,0,"Amount mismatch detected. Verify GST, rounding, partial settlement, or double posting."
2025-02-07,TXN200478,107286.0,202001234567.0,Salary Credit - HRMS Salary,2025-02-07,107776.0,202001234567.0,Salary,Reconciled,False,Amount Mismatch,0.7757222196834953,True,Unusual Amount Difference,490.0,0.0,0,"Amount mismatch detected. Verify GST, rounding, partial settlement, or double posting."
2025-02-26,TXN200479,-542.0,202001234568.0,Online Shopping - Ajio,2025-02-26,-542.0,202001234567.0,Project Income,Auto-matched,True,Matched,0.1260506532988248,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-04-17,TXN200480,-58253.0,202001234568.0,Travel Booking - MakeMyTrip,2025-04-17,-58253.0,202001234567.0,Utility Bills,Reconciled,True,Matched,0.5142867978002246,True,Multivariate Outlier,0.0,0.0,0,High-risk anomaly: Multivariate Outlier. Investigate supporting documents and approvals.
2025-04-06,TXN200481,-888.0,202001234568.0,Wallet Top-up - Paytm,2025-04-06,-888.0,202001234567.0,Expense,Posted,True,Matched,0.08986240258344169,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-04-06,TXN200482,-459.0,202001234567.0,Bank Fee - Monthly fee,2025-04-12,-459.0,202001234569.0,Project Income,Reconciled,False,Date Mismatch,0.13153547608436733,False,Unusual Date Gap,0.0,6.0,0,Date mismatch. Possible backdated posting or bank settlement delay.
2025-01-26,TXN200483,-4390.0,202001234567.0,UPI Transfer - to Vendor,2025-01-26,-4390.0,202001234567.0,Charge,Cleared,True,Matched,0.023710631619123568,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-01-10,TXN200484,-6873.0,202001234568.0,Online Shopping - Myntra,2025-01-10,-6873.0,202001234569.0,ATM,Pending approval,True,Matched,0.14055610469252866,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
2025-06-30,TXN200485,-3864.0,202001234568.0,ATM Withdrawal - Axis ATM,2025-06-30,-3864.0,202001234567.0,Project Income,Manual entry,True,Matched,0.017357139775469044,False,Multivariate Outlier,0.0,0.0,0,Reconciled successfully. No action required.
